발생시간,발생지역,검토상태,쓰나미여부,영향도,데이터유형,규모,지역,경도,위도,진원깊이,발생일시,cluster,c,cluster_4
1657642188325,"86 km SE of King Cove, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-161.4835,54.449,35.0,2022-07-12 16:09:48.325000+00:00,1,blue,1
1615094428520,"288 km NE of Opotiki, New Zealand",reviewed,0,259,earthquake,4.1, New Zealand,179.9806,-36.5495,10.0,2021-03-07 05:20:28.520000+00:00,0,pink,3
1623741102666,"123 km WSW of Naze, Japan",reviewed,0,312,earthquake,4.5, Japan,128.2765,28.0575,10.0,2021-06-15 07:11:42.666000+00:00,0,pink,3
1687766490821,"36 km NW of Hughes, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-154.7163,66.3199,1.9,2023-06-26 08:01:30.821000+00:00,1,blue,1
1623807871037,Kermadec Islands region,reviewed,0,432,earthquake,5.3,Kermadec Islands region,-177.1656,-31.6206,10.0,2021-06-16 01:44:31.037000+00:00,0,red,0
1642795203172,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,178,earthquake,3.4, Aleutian Islands,178.3048,51.9614,11.08,2022-01-21 20:00:03.172000+00:00,1,blue,1
1690528395590,Southwest Indian Ridge,reviewed,0,449,earthquake,5.4,Southwest Indian Ridge,59.8736,-30.5055,10.0,2023-07-28 07:13:15.590000+00:00,0,red,0
1669061726747,"199 km E of Kuril’sk, Russia",reviewed,0,326,earthquake,4.6, Russia,150.4147,45.3253,58.367,2022-11-21 20:15:26.747000+00:00,2,green,2
1676964806184,"59 km S of Whites City, New Mexico",reviewed,0,149,earthquake,3.1, New Mexico,-104.4201385,31.63830216,6.080151367,2023-02-21 07:33:26.184000+00:00,1,blue,1
1689302677221,South Sandwich Islands region,reviewed,0,385,earthquake,5.0,South Sandwich Islands region,-25.8138,-59.4524,35.0,2023-07-14 02:44:37.221000+00:00,2,green,2
1613010596769,southeast of the Loyalty Islands,reviewed,0,284,earthquake,4.3,southeast of the Loyalty Islands,172.0272,-23.0643,10.0,2021-02-11 02:29:56.769000+00:00,0,pink,3
1611520194084,"94 km S of Panguna, Papua New Guinea",reviewed,0,259,earthquake,4.1, Papua New Guinea,155.4125,-7.1687,10.0,2021-01-24 20:29:54.084000+00:00,0,pink,3
1648147628161,south of the Kermadec Islands,reviewed,0,326,earthquake,4.6,south of the Kermadec Islands,-178.7609,-34.1158,10.0,2022-03-24 18:47:08.161000+00:00,0,pink,3
1655784646050,South Sandwich Islands region,reviewed,0,385,earthquake,5.0,South Sandwich Islands region,-25.2951,-58.7905,35.0,2022-06-21 04:10:46.050000+00:00,2,green,2
1670573187372,"Off the coast of Aisen, Chile",reviewed,0,400,earthquake,5.1, Chile,-79.0514,-44.2286,10.0,2022-12-09 08:06:27.372000+00:00,0,red,0
1673177492827,"54 km ESE of Wau, Papua New Guinea",reviewed,0,298,earthquake,4.4, Papua New Guinea,147.1755,-7.516,54.823,2023-01-08 11:31:32.827000+00:00,2,green,2
1623984895240,"4 km SE of La Parguera, Puerto Rico",reviewed,0,155,earthquake,3.17, Puerto Rico,-67.0186,17.95,8.0,2021-06-18 02:54:55.240000+00:00,1,blue,1
1611558866414,"Kermadec Islands, New Zealand",reviewed,0,340,earthquake,4.7, New Zealand,-177.6518,-30.3975,10.0,2021-01-25 07:14:26.414000+00:00,0,pink,3
1680932603828,"Bonin Islands, Japan region",reviewed,0,284,earthquake,4.3, Japan region,141.4383,26.9269,56.517,2023-04-08 05:43:23.828000+00:00,2,green,2
1623677080718,"southeast of the Ryukyu Islands, Japan",reviewed,0,298,earthquake,4.4, Japan,131.0354,29.6636,23.83,2021-06-14 13:24:40.718000+00:00,0,pink,3
1663699215977,"17 km WSW of Chontalpa, Mexico",reviewed,0,246,earthquake,4.0, Mexico,-93.6342,17.5969,3.322,2022-09-20 18:40:15.977000+00:00,0,pink,3
1613439089628,"13 km W of Golfito, Costa Rica",reviewed,0,328,earthquake,4.6, Costa Rica,-83.2363,8.6069,16.31,2021-02-16 01:31:29.628000+00:00,0,pink,3
1614975930762,"Kermadec Islands, New Zealand",reviewed,0,354,earthquake,4.8, New Zealand,-177.1561,-30.292,10.0,2021-03-05 20:25:30.762000+00:00,0,pink,3
1684444710799,"254 km NNW of Nagqu, China",reviewed,0,246,earthquake,4.0, China,91.0903,33.6241,10.0,2023-05-18 21:18:30.799000+00:00,1,pink,3
1647085954495,"50 km SE of Ust’-Kamchatsk Staryy, Russia",reviewed,0,385,earthquake,5.0, Russia,163.0294,55.8895,35.0,2022-03-12 11:52:34.495000+00:00,2,green,2
1654927783622,"87 km E of Georgetown, Saint Helena",reviewed,0,312,earthquake,4.5, Saint Helena,-13.6248,-7.8548,10.0,2022-06-11 06:09:43.622000+00:00,0,pink,3
1661831741670,"54 km SW of Puerto San José, Guatemala",reviewed,0,298,earthquake,4.4, Guatemala,-91.1724,13.57,35.0,2022-08-30 03:55:41.670000+00:00,2,green,2
1643066976551,Tonga,reviewed,0,354,earthquake,4.8,Tonga,-175.4588,-20.6853,10.0,2022-01-24 23:29:36.551000+00:00,0,pink,3
1643289601274,"174 km SSE of Sinjai, Indonesia",reviewed,0,354,earthquake,4.8, Indonesia,120.7417,-6.6266,10.0,2022-01-27 13:20:01.274000+00:00,0,pink,3
1628612876305,Kuril Islands,reviewed,0,369,earthquake,4.9,Kuril Islands,154.3413,47.6906,51.75,2021-08-10 16:27:56.305000+00:00,2,green,2
1649688117156,"152 km SSE of Alo, Wallis and Futuna",reviewed,0,369,earthquake,4.9, Wallis and Futuna,-177.685,-15.6226,10.0,2022-04-11 14:41:57.156000+00:00,0,pink,3
1662326633506,central Mid-Atlantic Ridge,reviewed,0,298,earthquake,4.4,central Mid-Atlantic Ridge,-20.3708,-0.5539,10.0,2022-09-04 21:23:53.506000+00:00,0,pink,3
1676917204339,central Mid-Atlantic Ridge,reviewed,0,312,earthquake,4.5,central Mid-Atlantic Ridge,-36.116,7.6647,10.0,2023-02-20 18:20:04.339000+00:00,0,pink,3
1652962946316,"19 km N of Santa Clara, Panama",reviewed,0,246,earthquake,4.0, Panama,-82.7972,9.0062,10.0,2022-05-19 12:22:26.316000+00:00,1,pink,3
1649248637305,"178 km NW of Sabang, Indonesia",reviewed,0,298,earthquake,4.4, Indonesia,94.3492,7.1856,10.0,2022-04-06 12:37:17.305000+00:00,0,pink,3
1624010561051,"219 km S of Sand Point, Alaska",reviewed,0,449,earthquake,5.4, Alaska,-160.2941,53.365,7.96,2021-06-18 10:02:41.051000+00:00,0,red,0
1626735728468,"75 km S of Kokopo, Papua New Guinea",reviewed,0,449,earthquake,5.4, Papua New Guinea,152.1893,-5.0253,29.94,2021-07-19 23:02:08.468000+00:00,0,red,0
1624600669390,"5 km SW of La Parguera, Puerto Rico",reviewed,0,162,earthquake,3.24, Puerto Rico,-67.0808,17.9405,11.0,2021-06-25 05:57:49.390000+00:00,1,blue,1
1660618055267,"95 km SSW of Unalaska, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-166.9269,53.0521,35.0,2022-08-16 02:47:35.267000+00:00,2,green,2
1640180476145,south of the Kermadec Islands,reviewed,0,271,earthquake,4.2,south of the Kermadec Islands,-178.0551,-33.7887,10.0,2021-12-22 13:41:16.145000+00:00,0,pink,3
1679440699630,"10km WSW of Ferndale, CA",reviewed,1,620,earthquake,4.54,California,-124.3725,40.5415,18.1,2023-03-21 23:18:19.630000+00:00,0,red,0
1609464204836,"19 km N of Stanton, Texas",reviewed,0,148,earthquake,3.1, Texas,-101.7982,32.3019,5.0,2021-01-01 01:23:24.836000+00:00,1,blue,1
1629601936377,South Sandwich Islands region,reviewed,0,354,earthquake,4.8,South Sandwich Islands region,-24.3391,-59.9912,10.0,2021-08-22 03:12:16.377000+00:00,0,pink,3
1650484393260,"18 km NW of Akhiok, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-154.4156,57.0513,41.0,2022-04-20 19:53:13.260000+00:00,2,green,2
1616534058821,"101 km NE of Aksu, China",reviewed,0,650,earthquake,5.3, China,81.1623,41.8177,10.0,2021-03-23 21:14:18.821000+00:00,0,red,0
1628878633495,"109 km ESE of Pondaguitan, Philippines",reviewed,0,326,earthquake,4.6, Philippines,127.1222,6.0794,63.78,2021-08-13 18:17:13.495000+00:00,2,green,2
1665503719523,"112 km SSE of Sand Point, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-159.7374,54.43,35.0,2022-10-11 15:55:19.523000+00:00,1,blue,1
1633112848679,South Sandwich Islands region,reviewed,0,340,earthquake,4.7,South Sandwich Islands region,-25.3418,-56.8486,10.0,2021-10-01 18:27:28.679000+00:00,0,pink,3
1622927500205,"122 km WSW of Ternate, Indonesia",reviewed,0,354,earthquake,4.8, Indonesia,126.4529,0.2058,10.0,2021-06-05 21:11:40.205000+00:00,0,pink,3
1686270149640,"68 km SSE of Acajutla, El Salvador",reviewed,0,259,earthquake,4.1, El Salvador,-89.6965,12.9898,35.0,2023-06-09 00:22:29.640000+00:00,2,green,2
1623750302425,"22 km SE of Denali National Park, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-151.362,63.4127,6.0,2021-06-15 09:45:02.425000+00:00,1,blue,1
1646603650875,"227 km N of Inuvik, Canada",reviewed,0,354,earthquake,4.8, Canada,-134.4776,70.3855,10.0,2022-03-06 21:54:10.875000+00:00,0,pink,3
1684496221998,southeast of the Loyalty Islands,reviewed,0,340,earthquake,4.7,southeast of the Loyalty Islands,171.5059,-23.365,10.0,2023-05-19 11:37:01.998000+00:00,0,pink,3
1637977442271,"151 km E of Kimbe, Papua New Guinea",reviewed,0,432,earthquake,5.3, Papua New Guinea,151.4965,-5.6791,30.62,2021-11-27 01:44:02.271000+00:00,0,red,0
1649705481158,"285 km SSE of Alo, Wallis and Futuna",reviewed,0,312,earthquake,4.5, Wallis and Futuna,-177.1083,-16.6973,10.0,2022-04-11 19:31:21.158000+00:00,0,pink,3
1628799764824,South Sandwich Islands region,reviewed,0,385,earthquake,5.0,South Sandwich Islands region,-25.1387,-56.8358,35.0,2021-08-12 20:22:44.824000+00:00,2,green,2
1625777418464,"198 km SE of Sarangani, Philippines",reviewed,0,298,earthquake,4.4, Philippines,126.7602,4.1661,44.38,2021-07-08 20:50:18.464000+00:00,2,green,2
1619346201599,"1 km WSW of Stanley, Idaho",reviewed,0,192,earthquake,3.5, Idaho,-114.9526,44.2107,3.25,2021-04-25 10:23:21.599000+00:00,1,blue,1
1621441229870,Kermadec Islands region,reviewed,0,326,earthquake,4.6,Kermadec Islands region,-176.2429,-28.8151,10.0,2021-05-19 16:20:29.870000+00:00,0,pink,3
1661775578362,"126 km ENE of Naze, Japan",reviewed,0,465,earthquake,5.5, Japan,130.6526,28.8646,28.0,2022-08-29 12:19:38.362000+00:00,0,red,0
1650851401223,"84 km E of Akutan, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-164.4887,54.0599,25.93,2022-04-25 01:50:01.223000+00:00,1,blue,1
1636677193380,"4 km E of P?hala, Hawaii",reviewed,0,171,earthquake,3.32, Hawaii,-155.435,19.207,33.73,2021-11-12 00:33:13.380000+00:00,1,blue,1
1654390785344,"13 km SSW of Gateway, Alaska",reviewed,0,275,earthquake,3.9, Alaska,-149.3325,61.4591,31.1,2022-06-05 00:59:45.344000+00:00,2,green,2
1628765958621,Reykjanes Ridge,reviewed,0,312,earthquake,4.5,Reykjanes Ridge,-35.2242,53.7373,10.0,2021-08-12 10:59:18.621000+00:00,0,pink,3
1647261499900,"20 km NW of Sincik, Turkey",reviewed,0,271,earthquake,4.2, Turkey,38.4545,38.1754,7.93,2022-03-14 12:38:19.900000+00:00,0,pink,3
1612594572390,"97 km N of Charlotte Amalie, U.S. Virgin Islands",reviewed,0,295,earthquake,4.38, U.S. Virgin Islands,-64.8868,19.2243,24.0,2021-02-06 06:56:12.390000+00:00,0,pink,3
1635040485216,"99 km E of Nikolski, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-167.3943,52.8158,35.0,2021-10-24 01:54:45.216000+00:00,1,blue,1
1663450099601,"130 km SW of Adak, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-178.0197,51.0794,41.937,2022-09-17 21:28:19.601000+00:00,2,green,2
1644972568901,"73 km WNW of Bandar Abbas, Iran",reviewed,0,284,earthquake,4.3, Iran,55.5554,27.3279,10.0,2022-02-16 00:49:28.901000+00:00,0,pink,3
1658991350607,Mid-Indian Ridge,reviewed,0,298,earthquake,4.4,Mid-Indian Ridge,67.0564,-19.9064,10.0,2022-07-28 06:55:50.607000+00:00,0,pink,3
1636994041468,"166 km SE of Pondaguitan, Philippines",reviewed,0,271,earthquake,4.2, Philippines,127.1573,5.2133,30.28,2021-11-15 16:34:01.468000+00:00,2,green,2
1628912351688,South Sandwich Islands region,reviewed,0,369,earthquake,4.9,South Sandwich Islands region,-23.6214,-58.1896,10.0,2021-08-14 03:39:11.688000+00:00,0,pink,3
1615014979959,Kermadec Islands region,reviewed,0,482,earthquake,5.6,Kermadec Islands region,-177.0093,-28.6453,10.0,2021-03-06 07:16:19.959000+00:00,0,red,0
1647625069875,"128 km SW of Jeddah, Saudi Arabia",reviewed,0,284,earthquake,4.3, Saudi Arabia,38.2049,20.777,10.0,2022-03-18 17:37:49.875000+00:00,0,pink,3
1613129797122,"63 km WNW of Taltal, Chile",reviewed,0,326,earthquake,4.6, Chile,-71.0856,-25.231,39.37,2021-02-12 11:36:37.122000+00:00,2,green,2
1661403534896,Kuril Islands,reviewed,0,284,earthquake,4.3,Kuril Islands,152.4045,46.2355,35.0,2022-08-25 04:58:54.896000+00:00,2,green,2
1614639460994,"18 km SW of Urrao, Colombia",reviewed,0,433,earthquake,5.1, Colombia,-76.254,6.2035,10.0,2021-03-01 22:57:40.994000+00:00,0,red,0
1671351358190,Mona Passage,reviewed,0,170,earthquake,3.32,Mona Passage,-67.4243333333333,18.3865,16.87,2022-12-18 08:15:58.190000+00:00,1,blue,1
1672608255849,"25 km NW of Dajal, Pakistan",reviewed,0,284,earthquake,4.3, Pakistan,70.1934,29.7295,10.0,2023-01-01 21:24:15.849000+00:00,0,pink,3
1616381966287,off the coast of Oregon,reviewed,0,271,earthquake,4.2,off the coast of Oregon,-129.1654,44.545,10.0,2021-03-22 02:59:26.287000+00:00,0,pink,3
1638452471360,"103 km SSE of Sand Point, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-159.8694,54.4836,10.0,2021-12-02 13:41:11.360000+00:00,1,blue,1
1677892785380,"74 km N of Tierras Nuevas Poniente, Puerto Rico",reviewed,0,244,earthquake,3.97, Puerto Rico,-66.5198,19.1308,28.0,2023-03-04 01:19:45.380000+00:00,1,blue,1
1625729786100,"11km ESE of Angwin, CA",reviewed,0,241,earthquake,3.58,California,-122.323,38.5531667,10.0,2021-07-08 07:36:26.100000+00:00,1,blue,1
1678134120374,"91 km SW of Jiquilillo, Nicaragua",reviewed,0,340,earthquake,4.7, Nicaragua,-87.996,12.1184,47.537,2023-03-06 20:22:00.374000+00:00,2,green,2
1647335123881,south of the Fiji Islands,reviewed,0,416,earthquake,5.2,south of the Fiji Islands,-176.0883,-26.8669,10.0,2022-03-15 09:05:23.881000+00:00,0,red,0
1674349130168,"31 km S of Nikolski, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-168.8097,52.6599,35.0,2023-01-22 00:58:50.168000+00:00,1,blue,1
1654307874086,"83 km SSW of Campo Pesquero el Colorado, Mexico",reviewed,0,246,earthquake,4.0, Mexico,-109.7543,25.1137,10.0,2022-06-04 01:57:54.086000+00:00,1,pink,3
1613101076354,"7 km SE of Daday, Turkey",reviewed,0,326,earthquake,4.6, Turkey,33.5393,41.4361,10.0,2021-02-12 03:37:56.354000+00:00,0,pink,3
1611265518913,"14 km SSW of Sarangani, Philippines",reviewed,0,285,earthquake,4.3, Philippines,125.4336,5.2744,10.0,2021-01-21 21:45:18.913000+00:00,0,pink,3
1614677514276,Pacific-Antarctic Ridge,reviewed,0,340,earthquake,4.7,Pacific-Antarctic Ridge,-145.1234,-55.7431,10.0,2021-03-02 09:31:54.276000+00:00,0,pink,3
1645646567464,"138 km WNW of Naha, Japan",reviewed,0,298,earthquake,4.4, Japan,126.4539,26.7999,10.0,2022-02-23 20:02:47.464000+00:00,0,pink,3
1610864718410,"80km W of Petrolia, CA",reviewed,0,302,earthquake,4.39,California,-125.2311667,40.3806667,14.72,2021-01-17 06:25:18.410000+00:00,0,pink,3
1684603977910,"269 km E of Vao, New Caledonia",reviewed,0,298,earthquake,4.4, New Caledonia,170.1123,-22.8898,10.0,2023-05-20 17:32:57.910000+00:00,0,pink,3
1637702789654,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,158,earthquake,3.2, Aleutian Islands,178.7897,51.4027,35.0,2021-11-23 21:26:29.654000+00:00,1,blue,1
1688341354683,South Sandwich Islands region,reviewed,0,369,earthquake,4.9,South Sandwich Islands region,-24.6699,-60.1131,10.0,2023-07-02 23:42:34.683000+00:00,0,pink,3
1684493048734,southeast of the Loyalty Islands,reviewed,0,400,earthquake,5.1,southeast of the Loyalty Islands,170.7589,-23.1549,8.869,2023-05-19 10:44:08.734000+00:00,0,red,0
1670048643902,western Xizang,reviewed,0,326,earthquake,4.6,western Xizang,85.1572,34.3699,10.0,2022-12-03 06:24:03.902000+00:00,0,pink,3
1664315915209,Reykjanes Ridge,reviewed,0,312,earthquake,4.5,Reykjanes Ridge,-35.197,53.8607,10.0,2022-09-27 21:58:35.209000+00:00,0,pink,3
1665061500225,"19 km NNE of Ta`?, American Samoa",reviewed,0,199,earthquake,3.6, American Samoa,-169.4643,-14.0609,14.295,2022-10-06 13:05:00.225000+00:00,1,blue,1
1616307085346,off the west coast of the South Island of New Zealand,reviewed,0,284,earthquake,4.3,off the west coast of the South Island of New Zealand,163.8953,-47.0019,10.0,2021-03-21 06:11:25.346000+00:00,0,pink,3
1643008469197,"35 km SW of Atka, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-174.6242,52.0123,67.8,2022-01-24 07:14:29.197000+00:00,2,green,2
1619682295699,"Kermadec Islands, New Zealand",reviewed,0,340,earthquake,4.7, New Zealand,-177.7607,-29.9913,10.0,2021-04-29 07:44:55.699000+00:00,0,pink,3
1659338642747,"163 km SW of Abepura, Indonesia",reviewed,0,298,earthquake,4.4, Indonesia,139.6269,-3.6751,59.6,2022-08-01 07:24:02.747000+00:00,2,green,2
1685831983558,"118 km NW of Saipan, Northern Mariana Islands",reviewed,0,369,earthquake,4.9, Northern Mariana Islands,144.9009,15.894,10.0,2023-06-03 22:39:43.558000+00:00,0,pink,3
1640018066989,"40 km N of Burruyacú, Argentina",reviewed,0,386,earthquake,5.0, Argentina,-64.688,-26.1349,10.0,2021-12-20 16:34:26.989000+00:00,0,pink,3
1618759038602,Iceland region,reviewed,0,369,earthquake,4.9,Iceland region,-26.7415,61.8285,10.0,2021-04-18 15:17:18.602000+00:00,0,pink,3
1629418826899,"Mindanao, Philippines",reviewed,0,259,earthquake,4.1, Philippines,126.494,5.3162,21.51,2021-08-20 00:20:26.899000+00:00,0,pink,3
1639854973903,"72 km NNE of White Mountain, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-162.9329,65.304,10.7,2021-12-18 19:16:13.903000+00:00,1,blue,1
1658698196415,"264 km SE of Nikolski, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-166.2314,51.2039,14.562,2022-07-24 21:29:56.415000+00:00,1,blue,1
1628800119183,South Sandwich Islands region,reviewed,0,385,earthquake,5.0,South Sandwich Islands region,-26.3058,-59.8384,45.27,2021-08-12 20:28:39.183000+00:00,2,green,2
1654960382802,"137 km ENE of Georgetown, Saint Helena",reviewed,0,340,earthquake,4.7, Saint Helena,-13.2087,-7.5911,10.0,2022-06-11 15:13:02.802000+00:00,0,pink,3
1675705609824,Central Turkey,reviewed,0,312,earthquake,4.5,Central Turkey,37.8449,38.0881,10.0,2023-02-06 17:46:49.824000+00:00,0,pink,3
1620974597739,"289 km S of Sinabang, Indonesia",reviewed,0,340,earthquake,4.7, Indonesia,96.6681,-0.1198,10.0,2021-05-14 06:43:17.739000+00:00,0,pink,3
1663876233827,"145 km S of Burica, Panama",reviewed,0,326,earthquake,4.6, Panama,-82.6978,6.7283,10.0,2022-09-22 19:50:33.827000+00:00,0,pink,3
1667648326643,"Unimak Island region, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-163.4328,53.781,12.2,2022-11-05 11:38:46.643000+00:00,1,blue,1
1659145687006,"156 km SE of Kuril’sk, Russia",reviewed,0,271,earthquake,4.2, Russia,149.0492,44.0955,30.322,2022-07-30 01:48:07.006000+00:00,2,green,2
1623674054705,"111 km NW of Vallenar, Chile",reviewed,0,284,earthquake,4.3, Chile,-71.542,-27.8456,10.0,2021-06-14 12:34:14.705000+00:00,0,pink,3
1620948516119,Kermadec Islands region,reviewed,0,369,earthquake,4.9,Kermadec Islands region,-176.8949,-29.2918,10.0,2021-05-13 23:28:36.119000+00:00,0,pink,3
1641905098419,"86 km SE of Nikolski, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-168.0663,52.3337,10.0,2022-01-11 12:44:58.419000+00:00,1,blue,1
1624321519929,off the coast of Oregon,reviewed,0,158,earthquake,3.2,off the coast of Oregon,-128.1445,43.2289,10.0,2021-06-22 00:25:19.929000+00:00,1,blue,1
1667058327432,"110 km S of Atka, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-174.175,51.2083,35.0,2022-10-29 15:45:27.432000+00:00,1,blue,1
1610138884170,"6 km S of Ponce, Puerto Rico",reviewed,0,158,earthquake,3.17, Puerto Rico,-66.6128,17.9565,6.0,2021-01-08 20:48:04.170000+00:00,1,blue,1
1637571663402,"254 km SSW of Singkil, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,96.8145,0.2014,10.0,2021-11-22 09:01:03.402000+00:00,0,pink,3
1619120998373,"34 km S of Mandráki, Greece",reviewed,0,298,earthquake,4.4, Greece,27.1552,36.2966,10.0,2021-04-22 19:49:58.373000+00:00,0,pink,3
1686790145875,"212 km WNW of Abepura, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,138.9308,-1.7229,26.563,2023-06-15 00:49:05.875000+00:00,2,pink,3
1645161534860,"265 km NW of Tual, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,131.3756,-3.6606,10.0,2022-02-18 05:18:54.860000+00:00,0,pink,3
1656948418558,south of Alaska,reviewed,0,168,earthquake,3.3,south of Alaska,-159.8651,54.9168,28.577,2022-07-04 15:26:58.558000+00:00,1,blue,1
1680364660689,"34 km SSE of Mohr, Iran",reviewed,0,401,earthquake,5.1, Iran,53.0322,27.2714,27.754,2023-04-01 15:57:40.689000+00:00,0,red,0
1661064809656,north of Ascension Island,reviewed,0,284,earthquake,4.3,north of Ascension Island,-12.2641,-2.2729,10.0,2022-08-21 06:53:29.656000+00:00,0,pink,3
1679786943833,"59 km SSW of Port-Vila, Vanuatu",reviewed,0,354,earthquake,4.8, Vanuatu,168.0251,-18.2027,22.086,2023-03-25 23:29:03.833000+00:00,0,pink,3
1649996749563,"42 km SW of Central, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-145.4932,65.3219,12.3,2022-04-15 04:25:49.563000+00:00,1,blue,1
1678260787763,"54 km WSW of Panguna, Papua New Guinea",reviewed,0,518,earthquake,5.8, Papua New Guinea,155.0307,-6.5007,40.0,2023-03-08 07:33:07.763000+00:00,2,red,0
1632752568678,"7 km WNW of Arkalochóri, Greece",reviewed,0,298,earthquake,4.4, Greece,25.188,35.1677,10.0,2021-09-27 14:22:48.678000+00:00,0,pink,3
1640051270774,western Indian-Antarctic Ridge,reviewed,0,354,earthquake,4.8,western Indian-Antarctic Ridge,121.2875,-48.6078,10.0,2021-12-21 01:47:50.774000+00:00,0,pink,3
1636087429300,"11 km SSW of Guánica, Puerto Rico",reviewed,0,156,earthquake,3.18, Puerto Rico,-66.9423,17.8773,12.0,2021-11-05 04:43:49.300000+00:00,1,blue,1
1646115774611,Kermadec Islands region,reviewed,0,518,earthquake,5.8,Kermadec Islands region,-175.8414,-27.1718,10.0,2022-03-01 06:22:54.611000+00:00,0,red,0
1621615658742,"Bonin Islands, Japan region",reviewed,0,369,earthquake,4.9, Japan region,142.4887,28.8485,10.0,2021-05-21 16:47:38.742000+00:00,0,pink,3
1651646086563,"78 km ENE of Ger?sh, Iran",reviewed,0,259,earthquake,4.1, Iran,54.8189,28.0346,10.0,2022-05-04 06:34:46.563000+00:00,0,pink,3
1622905604124,"162 km SSW of Kencong, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,112.8975,-9.6807,55.59,2021-06-05 15:06:44.124000+00:00,2,green,2
1612646067956,"13 km NNW of Iquique, Chile",reviewed,0,214,earthquake,3.7, Chile,-70.1956,-20.1032,50.73,2021-02-06 21:14:27.956000+00:00,2,green,2
1633190261675,northern Mid-Atlantic Ridge,reviewed,0,326,earthquake,4.6,northern Mid-Atlantic Ridge,-45.1543,22.6004,10.0,2021-10-02 15:57:41.675000+00:00,0,pink,3
1621618685254,"67 km ESE of Xunchang, China",reviewed,0,284,earthquake,4.3, China,105.3272,28.1796,10.0,2021-05-21 17:38:05.254000+00:00,0,pink,3
1635173240837,"14 km SW of Qarch? Gak, Afghanistan",reviewed,0,298,earthquake,4.4, Afghanistan,66.6992,36.9327,18.88,2021-10-25 14:47:20.837000+00:00,0,pink,3
1663770274763,"27 km SSE of Polillo, Philippines",reviewed,0,271,earthquake,4.2, Philippines,122.0219,14.4765,10.0,2022-09-21 14:24:34.763000+00:00,0,pink,3
1670125198816,Reykjanes Ridge,reviewed,0,385,earthquake,5.0,Reykjanes Ridge,-35.6101,53.8926,10.0,2022-12-04 03:39:58.816000+00:00,0,pink,3
1671518002968,"94 km E of Codrington, Antigua and Barbuda",reviewed,0,416,earthquake,5.2, Antigua and Barbuda,-60.9512,17.7762,12.443,2022-12-20 06:33:22.968000+00:00,0,red,0
1664222312325,Reykjanes Ridge,reviewed,0,326,earthquake,4.6,Reykjanes Ridge,-35.1786,54.0247,10.0,2022-09-26 19:58:32.325000+00:00,0,pink,3
1665648523620,Dominican Republic region,reviewed,0,234,earthquake,3.9,Dominican Republic region,-68.354,17.6175,54.0,2022-10-13 08:08:43.620000+00:00,2,green,2
1672840279455,"38 km SE of Jinka, Ethiopia",reviewed,0,298,earthquake,4.4, Ethiopia,36.8629,5.3714,10.0,2023-01-04 13:51:19.455000+00:00,0,pink,3
1637646992752,"81 km SW of Acajutla, El Salvador",reviewed,0,469,earthquake,5.5, El Salvador,-90.2559,12.9871,18.0,2021-11-23 05:56:32.752000+00:00,0,red,0
1688429888133,"274 km SSW of ‘Ohonua, Tonga",reviewed,0,432,earthquake,5.3, Tonga,-175.771,-23.7054,10.0,2023-07-04 00:18:08.133000+00:00,0,red,0
1646196068268,central Mid-Atlantic Ridge,reviewed,0,449,earthquake,5.4,central Mid-Atlantic Ridge,-19.7894,-0.4706,10.0,2022-03-02 04:41:08.268000+00:00,0,red,0
1635169661944,"40 km ENE of Lae, Papua New Guinea",reviewed,0,284,earthquake,4.3, Papua New Guinea,147.3544,-6.6285,35.0,2021-10-25 13:47:41.944000+00:00,2,green,2
1658290962946,"64 km SSW of San Juan del Sur, Nicaragua",reviewed,0,403,earthquake,5.1, Nicaragua,-86.196,10.7665,40.22,2022-07-20 04:22:42.946000+00:00,2,green,2
1629262401194,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-25.4815,-59.1864,35.0,2021-08-18 04:53:21.194000+00:00,2,green,2
1613892867932,"259 km SW of Gizo, Solomon Islands",reviewed,0,271,earthquake,4.2, Solomon Islands,154.9017,-9.4383,10.0,2021-02-21 07:34:27.932000+00:00,0,pink,3
